id,title,text,label
858,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
859,Government launches new healthcare initiative,The latest report indicates improved GDP growth and lower unemployment rates.,1
860,Time travel possible with household blender,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
861,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
862,Shocking proof that dinosaurs still live in the Himalayas,A former government agent claims extraterrestrials are controlling the weather.,0
863,NASA successfully lands rover on Mars,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
864,Scientists say Earth is flat again,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
865,UN adopts climate change resolution,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
866,Shocking proof that dinosaurs still live in the Himalayas,A conspiracy site says vaccinated individuals are developing telekinesis.,0
867,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
868,Scientists say Earth is flat again,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
869,"Economy shows signs of recovery, says central bank",The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
870,"Aliens found living under Antarctica, whistleblower claims",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
871,New species discovered in Amazon rainforest,Field tests in Africa have shown significant reduction in malaria cases among children.,1
872,Time travel possible with household blender,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
873,NASA successfully lands rover on Mars,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
874,Shocking proof that dinosaurs still live in the Himalayas,A conspiracy site says vaccinated individuals are developing telekinesis.,0
875,Government launches new healthcare initiative,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
876,Shocking proof that dinosaurs still live in the Himalayas,Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
877,UN adopts climate change resolution,The latest report indicates improved GDP growth and lower unemployment rates.,1
878,Moon made of cheese confirmed by leaked NASA report,A former government agent claims extraterrestrials are controlling the weather.,0
879,WHO approves new malaria vaccine,The initiative will benefit over 10 million students by 2026.,1
880,Government to ban sleep by 2030 to boost productivity,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
881,New species discovered in Amazon rainforest,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
882,"Drinking saltwater cures all diseases, experts say",A conspiracy site says vaccinated individuals are developing telekinesis.,0
883,Education ministry rolls out digital classrooms,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
884,COVID vaccine gives people superpowers,A conspiracy site says vaccinated individuals are developing telekinesis.,0
885,World leaders gather for peace summit,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
886,COVID vaccine gives people superpowers,A former government agent claims extraterrestrials are controlling the weather.,0
887,New species discovered in Amazon rainforest,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
888,"Aliens found living under Antarctica, whistleblower claims",Images allegedly leaked from NASA show cheese formations on the moon.,0
889,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
890,"Aliens found living under Antarctica, whistleblower claims",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
891,NASA successfully lands rover on Mars,The initiative will benefit over 10 million students by 2026.,1
892,Government to ban sleep by 2030 to boost productivity,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
893,WHO approves new malaria vaccine,The initiative will benefit over 10 million students by 2026.,1
894,Secret tunnel to Atlantis discovered in the Sahara,A former government agent claims extraterrestrials are controlling the weather.,0
895,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
896,"Invisible car invented, but hidden by oil companies",Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
897,Major breakthrough in battery technology,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
898,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
899,NASA successfully lands rover on Mars,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
900,"Aliens found living under Antarctica, whistleblower claims",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
901,Researchers develop promising cancer vaccine,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
902,Government to ban sleep by 2030 to boost productivity,A former government agent claims extraterrestrials are controlling the weather.,0
903,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
904,COVID vaccine gives people superpowers,Images allegedly leaked from NASA show cheese formations on the moon.,0
905,World leaders gather for peace summit,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
906,Scientists say Earth is flat again,A former government agent claims extraterrestrials are controlling the weather.,0
907,Researchers develop promising cancer vaccine,The latest report indicates improved GDP growth and lower unemployment rates.,1
908,"Invisible car invented, but hidden by oil companies",A former government agent claims extraterrestrials are controlling the weather.,0
909,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
910,"Drinking saltwater cures all diseases, experts say",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
911,New species discovered in Amazon rainforest,Scientists believe this discovery could reshape our understanding of biodiversity.,1
912,Time travel possible with household blender,Images allegedly leaked from NASA show cheese formations on the moon.,0
913,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
914,Time travel possible with household blender,A man in Ohio claims to have bent time using a blender and a car battery.,0
915,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
916,Scientists say Earth is flat again,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
917,New species discovered in Amazon rainforest,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
918,Moon made of cheese confirmed by leaked NASA report,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
919,UN adopts climate change resolution,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
920,Scientists say Earth is flat again,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
921,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
922,"Invisible car invented, but hidden by oil companies",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
923,"Economy shows signs of recovery, says central bank",The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
924,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
925,UN adopts climate change resolution,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
926,"Invisible car invented, but hidden by oil companies",A man in Ohio claims to have bent time using a blender and a car battery.,0
927,Government launches new healthcare initiative,The initiative will benefit over 10 million students by 2026.,1
928,Shocking proof that dinosaurs still live in the Himalayas,Images allegedly leaked from NASA show cheese formations on the moon.,0
929,"Economy shows signs of recovery, says central bank","In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
930,"Drinking saltwater cures all diseases, experts say",Images allegedly leaked from NASA show cheese formations on the moon.,0
931,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
932,Secret tunnel to Atlantis discovered in the Sahara,A former government agent claims extraterrestrials are controlling the weather.,0
933,UN adopts climate change resolution,Field tests in Africa have shown significant reduction in malaria cases among children.,1
934,Time travel possible with household blender,A former government agent claims extraterrestrials are controlling the weather.,0
935,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
936,Government to ban sleep by 2030 to boost productivity,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
937,Education ministry rolls out digital classrooms,Scientists believe this discovery could reshape our understanding of biodiversity.,1
938,Shocking proof that dinosaurs still live in the Himalayas,A former government agent claims extraterrestrials are controlling the weather.,0
939,WHO approves new malaria vaccine,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
940,Time travel possible with household blender,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
941,Education ministry rolls out digital classrooms,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
942,"Drinking saltwater cures all diseases, experts say",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
943,UN adopts climate change resolution,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
944,"Invisible car invented, but hidden by oil companies",Images allegedly leaked from NASA show cheese formations on the moon.,0
945,Education ministry rolls out digital classrooms,The latest report indicates improved GDP growth and lower unemployment rates.,1
946,Government to ban sleep by 2030 to boost productivity,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
947,Government launches new healthcare initiative,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
948,Time travel possible with household blender,A conspiracy site says vaccinated individuals are developing telekinesis.,0
949,New species discovered in Amazon rainforest,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
950,"Drinking saltwater cures all diseases, experts say",A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
951,"Economy shows signs of recovery, says central bank",The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
952,Government to ban sleep by 2030 to boost productivity,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
953,"Economy shows signs of recovery, says central bank",The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
954,Government to ban sleep by 2030 to boost productivity,"A trending TikTok video promotes saltwater as a miracle cure, ignoring medical advice.",0
955,UN adopts climate change resolution,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
956,Time travel possible with household blender,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
957,Major breakthrough in battery technology,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
958,"Invisible car invented, but hidden by oil companies",An anonymous inventor says his invisible car was buried after threats from oil companies.,0
959,NASA successfully lands rover on Mars,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
960,COVID vaccine gives people superpowers,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
961,"Economy shows signs of recovery, says central bank",This marks a unified global step toward reducing emissions and protecting biodiversity.,1
962,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
963,World leaders gather for peace summit,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
964,"Drinking saltwater cures all diseases, experts say",Leaked documents suggest a plan to eliminate sleep and replace it with energy pills.,0
965,UN adopts climate change resolution,Early trials show the vaccine triggers a strong immune response with minimal side effects.,1
966,Time travel possible with household blender,A former government agent claims extraterrestrials are controlling the weather.,0
967,Education ministry rolls out digital classrooms,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
968,Shocking proof that dinosaurs still live in the Himalayas,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
969,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
970,Secret tunnel to Atlantis discovered in the Sahara,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
971,NASA successfully lands rover on Mars,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
972,Scientists say Earth is flat again,Images allegedly leaked from NASA show cheese formations on the moon.,0
973,Major breakthrough in battery technology,Leaders from 100+ nations discussed conflict resolution and humanitarian aid.,1
974,Moon made of cheese confirmed by leaked NASA report,Images allegedly leaked from NASA show cheese formations on the moon.,0
975,WHO approves new malaria vaccine,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
976,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
977,NASA successfully lands rover on Mars,The new lithium-silicon battery promises double the lifespan of traditional batteries.,1
978,Time travel possible with household blender,A conspiracy site says vaccinated individuals are developing telekinesis.,0
979,Education ministry rolls out digital classrooms,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
980,COVID vaccine gives people superpowers,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
981,UN adopts climate change resolution,This marks a unified global step toward reducing emissions and protecting biodiversity.,1
982,Moon made of cheese confirmed by leaked NASA report,A conspiracy site says vaccinated individuals are developing telekinesis.,0
983,Government launches new healthcare initiative,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
984,COVID vaccine gives people superpowers,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
985,"Economy shows signs of recovery, says central bank",This marks a unified global step toward reducing emissions and protecting biodiversity.,1
986,Secret tunnel to Atlantis discovered in the Sahara,An anonymous inventor says his invisible car was buried after threats from oil companies.,0
987,Researchers develop promising cancer vaccine,The initiative will benefit over 10 million students by 2026.,1
988,COVID vaccine gives people superpowers,A viral blog says scientists retracted round Earth theory due to 'new evidence.',0
989,NASA successfully lands rover on Mars,The latest report indicates improved GDP growth and lower unemployment rates.,1
990,Government to ban sleep by 2030 to boost productivity,A conspiracy site says vaccinated individuals are developing telekinesis.,0
991,"Economy shows signs of recovery, says central bank",This marks a unified global step toward reducing emissions and protecting biodiversity.,1
992,Scientists say Earth is flat again,Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
993,World leaders gather for peace summit,The Mars rover sent back high-resolution images confirming successful landing in Gale Crater.,1
994,COVID vaccine gives people superpowers,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
995,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
996,Secret tunnel to Atlantis discovered in the Sahara,Explorers in the Sahara desert claim theyâve uncovered a glowing tunnel leading to Atlantis.,0
997,WHO approves new malaria vaccine,Field tests in Africa have shown significant reduction in malaria cases among children.,1
998,"Invisible car invented, but hidden by oil companies",Hikers claim to have filmed a live dinosaur during an expedition in the Himalayas.,0
999,Government launches new healthcare initiative,"In a move aimed at improving public welfare, the government has initiated a program to modernize hospitals.",1
1000,"Drinking saltwater cures all diseases, experts say",A former government agent claims extraterrestrials are controlling the weather.,0
